d	1	2	3	4	5	6	7	8	10	11	13	14	15	16	17	18	19	20	21	22	23	24	25	27	28	29	32	33	34	35	36	37	38
12	71.8686354378819	67.8398823282202	59.0992808279249	43.9382037182508	60.550250113688	58.6640296031645	38.7377049180328	38.6542792792793	64.0508486613167	73.0368460629498	62.2837370242215	84.5169706243886	25.6937799043062	0	20.0456273764259	82.3366925113824	3.72022947209828	0.635805911879532	4.06946936682902	32.5491066474309	56.1958304052471	13.8139921605891	53.5548816443434	58.6777623670828	63.5259917920656	11.9990680335508	60.7552650689906	89.9070120126113	23.2693517935809	0	31.6853577633865	54.3581332171506	49.7488292890592
17	58.0982994608047	67.8538608091449	85.0866666666667	52.2875816993464	16.8135742617893	29.8622460891898	8.66571391451215	24.2290748898678	76.8529664660362	74.8681898066784	7.45866974240677	87.5082822059494	61.0654132393263	34.4525679212925	65.5035844989221	92.2532084914037	80.0602150537635	31.3738799891393	59.1606960081883	53.3098315707011	57.5850043591979	33.1234902276554	21.5814837884798	12.8169341707374	86.0286683997689	7.35813760133029	66.3104325699745	91.701550657117	66.8911867944218	6.04192355117139	12.7787473337212	93.7808018082045	8.28088771116263
