6.000000000000000000e+00 9.593847364571443659e-02 2.097248417205198681e-02
7.000000000000000000e+00 1.311941064047618677e-01 2.730515749791549707e-02
1.000000000000000000e+01 2.617290011754167534e-01 5.768113304444973111e-02
1.200000000000000000e+01 3.789119768666666110e-01 1.394164374399488038e-01
1.300000000000000000e+01 4.965174345833333613e-01 1.737286739468756891e-01
1.400000000000000000e+01 4.696109929166666364e-01 1.875580994451954975e-01
1.500000000000000000e+01 5.767546437499998513e-01 2.303235015712494227e-01
1.600000000000000000e+01 6.449955091666668139e-01 2.095891014367055050e-01
1.700000000000000000e+01 7.449930433333333823e-01 3.008435754673617901e-01
2.000000000000000000e+01 1.381708750000000041e+00 8.530076374575654707e-01
2.300000000000000000e+01 1.750803749999999770e+00 8.975364670994919747e-01
2.600000000000000000e+01 2.302123750000000246e+00 1.285381035568223140e+00
2.900000000000000000e+01 4.277591428571429155e+00 3.036715834475643305e+00
