6.000000000000000000e+00 1.014179159600000074e-01 4.419574010770601497e-02
7.000000000000000000e+00 1.578399169060000218e-01 4.890190070106133213e-02
1.000000000000000000e+01 2.290682499916666670e-01 1.380189415257876417e-01
1.200000000000000000e+01 2.196663090000000040e-01 1.005644437293853194e-01
1.300000000000000000e+01 2.061956480000000091e-01 1.095838106500243714e-01
1.400000000000000000e+01 1.291478440000000116e-01 8.702493098740422817e-02
1.500000000000000000e+01 1.114649399999999568e-01 5.929742538141985486e-02
1.600000000000000000e+01 1.116514089999999931e-01 5.302104466434822555e-02
1.700000000000000000e+01 8.074799166666669914e-02 6.985609415010719803e-02
2.000000000000000000e+01 1.219999999999999904e-02 2.468680659785708192e-02
2.300000000000000000e+01 1.087399999999999999e-02 2.510425908088107297e-02
2.600000000000000000e+01 1.537799999999999757e-02 4.543980915452881103e-02
2.900000000000000000e+01 1.811999999999999722e-02 5.349210203385169199e-02
