d	1	2	3	4	5	6	7	8	9	10	12	13	14	15	16	17	18	19	20	21	22	23	24
12	94.8228414172687	79.4699263578932	85.2784503631961	76.586072863825	73.4772552043176	53.4930237096302	18.4093903461492	7.25398313027179	34.0004042854255	79.1241183282451	5.6231884057971	54.1263712471132	66.0335875005847	79.2405931259107	19.8820159876886	62.0247817516193	7.25084850354829	50.323896353167	31.9919135763472	65.4295369656726	65.4295369656726	68.1044776119403	21.1806111022236
17	67.5536242236641	73.7781670681223	21.347816448681	11.1889552853905	67.8485195069259	55.4011146765749	28.4841561537697	18.1084198385236	11.0342176086121	82.083813917724	0	81.5018762971608	0.038236740044792	73.0013853801646	0.2505119953189	3.47812879708384	0	65.126953125	34.1891287555393	0	48.7514487409124	87.3678290213723	31.9828217832556
