1.4339852120328889e-01 8.4764284486411406e-02 9.2104370719137652e-01 8.1674413208235130e-01 
1.4339852120328889e-01 8.4764284486411406e-02 9.2104370719137652e-01 8.1674413208235130e-01 
1.4339852120328889e-01 8.4764284486411406e-02 9.2104370719137652e-01 8.1674413208235130e-01 
1.4339852120328889e-01 8.4764284486411406e-02 9.2104370719137652e-01 8.1674413208235130e-01 
1.4339852120328889e-01 8.4764284486411406e-02 9.2104370719137652e-01 8.1674413208235130e-01 
7.3195437360121365e-02 4.1564208923085932e-02 9.2079287039835556e-01 8.1329790710318328e-01 
7.3195437360121365e-02 4.1564208923085932e-02 9.2079287039835556e-01 8.1329790710318328e-01 
7.3195437360121365e-02 4.1564208923085932e-02 9.2079287039835556e-01 8.1329790710318328e-01 
7.3195437360121365e-02 4.1564208923085932e-02 9.2079287039835556e-01 8.1329790710318328e-01 
7.3195437360121365e-02 4.1564208923085932e-02 9.2079287039835556e-01 8.1329790710318328e-01 
1.2286538466264404e-01 7.3589713772138673e-02 9.2041836705676905e-01 8.0640985560606138e-01 
1.2286538466264404e-01 7.3589713772138673e-02 9.2041836705676905e-01 8.0640985560606138e-01 
1.2286538466264404e-01 7.3589713772138673e-02 9.2041836705676905e-01 8.0640985560606138e-01 
1.2155732248815135e-01 1.5573534652976528e-01 9.2116366246443981e-01 8.0420843374297013e-01 
1.2155732248815135e-01 1.5573534652976528e-01 9.2116366246443981e-01 8.0420843374297013e-01 
1.2155732248815135e-01 1.5573534652976528e-01 9.2116366246443981e-01 8.0420843374297013e-01 
1.2155732248815135e-01 1.5573534652976528e-01 9.2116366246443981e-01 8.0420843374297013e-01 
1.2155732248815135e-01 1.5573534652976528e-01 9.2116366246443981e-01 8.0420843374297013e-01 
1.2155732248815135e-01 1.5573534652976528e-01 9.2116366246443981e-01 8.0420843374297013e-01 
1.2155732248815135e-01 1.5573534652976528e-01 9.2116366246443981e-01 8.0420843374297013e-01 
7.6718831301570922e-02 6.3564721990707659e-02 9.2046640044995354e-01 8.1139654450082166e-01 
7.6718831301570922e-02 6.3564721990707659e-02 9.2046640044995354e-01 8.1139654450082166e-01 
7.6718831301570922e-02 6.3564721990707659e-02 9.2046640044995354e-01 8.1139654450082166e-01 
7.6718831301570922e-02 6.3564721990707659e-02 9.2046640044995354e-01 8.1139654450082166e-01 
6.9340673955157806e-02 1.2416344200654554e-01 9.2222225316683093e-01 8.0935536752249981e-01 
