2.9896785062277403e-01 9.2868549875837578e-02 7.1960298013556787e-02 3.0807209025958382e-01 6.6759741832508407e-02 1.0654812121316508e-01 9.7567237138857310e-01 9.3464997840634645e-01 6.7203560152610542e-01 
2.9896785062277403e-01 9.2868549875837578e-02 7.1960298013556787e-02 3.0807209025958382e-01 6.6759741832508407e-02 1.0654812121316508e-01 9.7567237138857310e-01 9.3464997840634645e-01 6.7203560152610542e-01 
3.0677208900735570e-01 9.1471328786048620e-02 7.1602743656011547e-02 3.2459560659239167e-01 6.0118614976723037e-02 1.0021603694267206e-01 9.6212223890513604e-01 9.2564348538732433e-01 6.7132357366866569e-01 
3.0283058607329155e-01 9.4432038282768124e-02 7.5754691724876755e-02 3.2090149280579938e-01 5.6457389931422179e-02 1.2599225249832954e-01 9.8443350577731970e-01 9.3381228922682846e-01 6.8135599130034508e-01 
3.0383319540869602e-01 9.4588404299133746e-02 7.2572281661305277e-02 3.1717255240641717e-01 7.7657092616624152e-02 1.5083623389363029e-01 9.7549673641121304e-01 9.3536917825323007e-01 6.7834636443705254e-01 
3.0837891350423241e-01 9.2388172939761495e-02 7.1482453438621668e-02 3.2847535701289998e-01 7.5264251177901101e-02 1.5136645466158130e-01 9.6782995046133569e-01 9.2890026958267136e-01 6.8327155475567314e-01 
3.1414238678202544e-01 9.2399816675258928e-02 6.9105887601142474e-02 3.3892165277115432e-01 6.4712908117225104e-02 1.3703072290741036e-01 9.5653842962579361e-01 9.1525163339033266e-01 6.7760671598879196e-01 
3.1414238678202544e-01 9.2399816675258928e-02 6.9105887601142474e-02 3.3892165277115432e-01 6.4712908117225104e-02 1.3703072290741036e-01 9.5653842962579361e-01 9.1525163339033266e-01 6.7760671598879196e-01 
3.1414238678202544e-01 9.2399816675258928e-02 6.9105887601142474e-02 3.3892165277115432e-01 6.4712908117225104e-02 1.3703072290741036e-01 9.5653842962579361e-01 9.1525163339033266e-01 6.7760671598879196e-01 
3.1173771060164462e-01 9.5630282857997434e-02 7.4103376260043541e-02 3.3271598228826438e-01 6.6353820762818067e-02 1.2944772983897235e-01 9.6233704788037344e-01 9.1717158220211992e-01 6.7755173292604676e-01 
3.1700049917355377e-01 9.6059656960788942e-02 7.7260547420514344e-02 3.4586133483811204e-01 4.5572872587735305e-02 9.4378462302894733e-02 9.5972914102049167e-01 9.0087582483533435e-01 6.7252736223231424e-01 
3.1700049917355377e-01 9.6059656960788942e-02 7.7260547420514344e-02 3.4586133483811204e-01 4.5572872587735305e-02 9.4378462302894733e-02 9.5972914102049167e-01 9.0087582483533435e-01 6.7252736223231424e-01 
3.1613852825108296e-01 1.0010831354112350e-01 8.8387176264574263e-02 3.5100435094047078e-01 4.7209125672742852e-02 1.1488125369156163e-01 9.8080850398891717e-01 9.2422010597759874e-01 6.8715973743613901e-01 
3.1613852825108296e-01 1.0010831354112350e-01 8.8387176264574263e-02 3.5100435094047078e-01 4.7209125672742852e-02 1.1488125369156163e-01 9.8080850398891717e-01 9.2422010597759874e-01 6.8715973743613901e-01 
3.1069553328296545e-01 1.0231956303052171e-01 8.7019965942166988e-02 3.3320750834356283e-01 6.7264677029727882e-02 1.3333615251168551e-01 9.8373631162960484e-01 9.4515213104834428e-01 6.9472446390375531e-01 
3.1069553328296545e-01 1.0231956303052171e-01 8.7019965942166988e-02 3.3320750834356283e-01 6.7264677029727882e-02 1.3333615251168551e-01 9.8373631162960484e-01 9.4515213104834428e-01 6.9472446390375531e-01 
3.1069553328296545e-01 1.0231956303052171e-01 8.7019965942166988e-02 3.3320750834356283e-01 6.7264677029727882e-02 1.3333615251168551e-01 9.8373631162960484e-01 9.4515213104834428e-01 6.9472446390375531e-01 
3.1069553328296545e-01 1.0231956303052171e-01 8.7019965942166988e-02 3.3320750834356283e-01 6.7264677029727882e-02 1.3333615251168551e-01 9.8373631162960484e-01 9.4515213104834428e-01 6.9472446390375531e-01 
3.1478184870526360e-01 9.9094251657463439e-02 8.0918682778154574e-02 3.3663938455779602e-01 7.3553742879270564e-02 1.3717467117906432e-01 9.6192846707115598e-01 9.3064320868120320e-01 6.8362326649909244e-01 
3.0750275544170758e-01 9.0993622830299464e-02 7.1806135424735046e-02 3.2398728142633998e-01 6.2280465347273516e-02 1.0786125534268723e-01 9.5495895157049204e-01 9.1653306453564032e-01 6.6970332951860467e-01 
3.0750275544170758e-01 9.0993622830299464e-02 7.1806135424735046e-02 3.2398728142633998e-01 6.2280465347273516e-02 1.0786125534268723e-01 9.5495895157049204e-01 9.1653306453564032e-01 6.6970332951860467e-01 
3.0716511165238519e-01 9.1147613515475859e-02 6.8447950243071445e-02 3.1566086179812280e-01 7.3618666003430588e-02 1.0756058654121591e-01 9.4667310749167921e-01 9.1470227144694216e-01 6.6478931234184369e-01 
3.0905833694846341e-01 9.1104717171647073e-02 7.2170435796141796e-02 3.2528851810577392e-01 7.4529472856695811e-02 1.4179380577466302e-01 9.5081766452212013e-01 9.1561160929597685e-01 6.6627633431823730e-01 
3.1994299837410656e-01 8.9718586853087354e-02 7.5275008693703127e-02 3.5441922150289068e-01 6.1138659579340240e-02 1.4337728702870825e-01 9.4329063276331604e-01 9.0386857359816741e-01 6.6996797697878097e-01 
3.2167258282566896e-01 8.9428085319025061e-02 7.3586536428072391e-02 3.5773589698170677e-01 5.8656616815131304e-02 1.4428189968840602e-01 9.4187478083063603e-01 9.0130991972234042e-01 6.6670442158889509e-01 
3.1480550664138029e-01 8.9572068929777440e-02 7.1013994933622981e-02 3.4551581221648392e-01 6.0916034090530854e-02 1.4447067060280766e-01 9.5407882869373473e-01 9.1421712705742786e-01 6.7017310227791049e-01 
3.1480550664138029e-01 8.9572068929777440e-02 7.1013994933622981e-02 3.4551581221648392e-01 6.0916034090530854e-02 1.4447067060280766e-01 9.5407882869373473e-01 9.1421712705742786e-01 6.7017310227791049e-01 
3.1480550664138029e-01 8.9572068929777440e-02 7.1013994933622981e-02 3.4551581221648392e-01 6.0916034090530854e-02 1.4447067060280766e-01 9.5407882869373473e-01 9.1421712705742786e-01 6.7017310227791049e-01 
3.2508104699301188e-01 8.4650380542665035e-02 6.7348607574581026e-02 3.6596925443829387e-01 6.7179463023529506e-02 1.6796096433785557e-01 9.2455768133694882e-01 8.8909789799494887e-01 6.6314096079335560e-01 
3.2865747107997972e-01 8.2115895443868242e-02 6.4024369422572155e-02 3.7044009993423299e-01 7.6907780566390485e-02 1.8750405336177950e-01 9.0812366210863016e-01 8.7599336709088160e-01 6.5605951149171793e-01 
